simulator-1  | 2026-06-27T16:16:13.199530731Z Operations to perform:
otel-collector-1     | 2026-06-27T16:16:37.895892124Z {"level":"info","ts":"2026-06-27T16:16:37.895Z","msg":"Logs","resource":{"service.instance.id":"e979d08d-b420-4a55-8be8-ee111fab52ef","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"logs","resource logs":1,"log records":1}
otel-collector-1     | 2026-06-27T16:16:37.895942221Z {"level":"info","ts":"2026-06-27T16:16:37.895Z","msg":"ResourceLog #0 process.runtime.description=rustc 1.96.0 (ac68faa20 2026-05-25) service.namespace=eve-trade deployment.environment=integration observability.run_id=local-20260627T161230Z-9e14916a-cc3bea process.command_args=[\"/app/trade-settlement\"] process.runtime.version=1.96.0 telemetry.sdk.name=opentelemetry process.pid=1 host.arch=x86_64 telemetry.sdk.version=0.31.0 os.type=linux service.version=0.1.0 telemetry.sdk.language=rust service.language=rust service.name=trade-settlement deployment.environment.name=Prod process.runtime.name=rustc\nScopeLog #0 trade_settlement::executor\nsettlement step failed and business savepoint was rolled back settlement_batch_id=ca7a0b09-1fa0-4199-810f-0aedc370d0e8 settlement_step_id=e699327a-d341-401b-bbd1-9cfab6f6c1cb failure_code=INSUFFICIENT_FUNDS error.message=insufficient funds: wallet 534b31e2-a5af-47e0-9897-296d12277e0d has 50, requested 100 rollback.performed=true\n","resource":{"service.instance.id":"e979d08d-b420-4a55-8be8-ee111fab52ef","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"logs"}
otel-collector-1     | 2026-06-27T16:16:41.901944041Z {"level":"info","ts":"2026-06-27T16:16:41.901Z","msg":"Traces","resource":{"service.instance.id":"e979d08d-b420-4a55-8be8-ee111fab52ef","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"traces","resource spans":1,"spans":157}
postgres-1           | 2026-06-27T16:11:29.535470829Z 2026-06-27 16:11:29.535 UTC [1992] ERROR:  ledger tables are append-only; write a new ledger row instead
api-gateway-1        | 2026-06-27T16:16:38.095395136Z {"timestamp":"2026-06-27T16:16:38.095236247Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-ea878726-1c56-4afa-b886-bd70212e8e63","duration_ms":52}
postgres-1           | 2026-06-27T16:11:29.535493094Z 2026-06-27 16:11:29.535 UTC [1992] CONTEXT:  PL/pgSQL function reject_ledger_mutation() line 3 at RAISE
api-gateway-1        | 2026-06-27T16:16:38.296255597Z {"timestamp":"2026-06-27T16:16:38.29607616Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":582}
api-gateway-1        | 2026-06-27T16:16:38.315355800Z {"timestamp":"2026-06-27T16:16:38.315067981Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-a469bf9c-77fa-4421-9ae1-7a2d001ea5c7","duration_ms":18}
api-gateway-1        | 2026-06-27T16:16:38.330357273Z {"timestamp":"2026-06-27T16:16:38.330188237Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
api-gateway-1        | 2026-06-27T16:16:38.395913014Z {"timestamp":"2026-06-27T16:16:38.395674328Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"accept-513c6461-dcf9-4789-b726-359a90a3c0ec","duration_ms":65}
api-gateway-1        | 2026-06-27T16:16:38.419621741Z {"timestamp":"2026-06-27T16:16:38.419435386Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
api-gateway-1        | 2026-06-27T16:16:38.483897326Z {"timestamp":"2026-06-27T16:16:38.483699988Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-f2e4ce8c-47d0-4335-a009-0accbd45107d","duration_ms":63}
api-gateway-1        | 2026-06-27T16:16:38.746690527Z {"timestamp":"2026-06-27T16:16:38.746503172Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":582}
rabbitmq-1           | 2026-06-27T16:04:12.293367761Z [38;5;87m2026-06-27 16:04:12.292640+00:00 [notice] <0.318.0> Feature flags: `stream_sac_coordinator_unblock_group` enabled[0m
rabbitmq-1           | 2026-06-27T16:04:12.293403814Z [38;5;87m2026-06-27 16:04:12.292949+00:00 [notice] <0.318.0> Feature flags: attempt to enable `restart_streams`...[0m
api-gateway-1        | 2026-06-27T16:16:38.768025902Z {"timestamp":"2026-06-27T16:16:38.767802003Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-cf130632-9f72-4fd6-966d-96e66899c193","duration_ms":21}
migrate-1            | 2026-06-27T16:04:08.786440411Z CREATE EXTENSION
migrate-1            | 2026-06-27T16:04:08.790909203Z CREATE FUNCTION
migrate-1            | 2026-06-27T16:04:08.795693182Z CREATE FUNCTION
migrate-1            | 2026-06-27T16:04:08.810366829Z CREATE TABLE
rabbitmq-1           | 2026-06-27T16:04:12.424037947Z [38;5;87m2026-06-27 16:04:12.423514+00:00 [notice] <0.318.0> Feature flags: `restart_streams` enabled[0m
migrate-1            | 2026-06-27T16:04:08.825335894Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.837442007Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.850135547Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.863309391Z CREATE TABLE
rabbitmq-1           | 2026-06-27T16:04:12.424136863Z [38;5;87m2026-06-27 16:04:12.423775+00:00 [notice] <0.318.0> Feature flags: attempt to enable `message_containers`...[0m
migrate-1            | 2026-06-27T16:04:08.875205905Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.889070503Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.889822403Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:149: NOTICE:  constraint "idempotency_record_result_batch_fk" of relation "idempotency_record" does not exist, skipping
rabbitmq-1           | 2026-06-27T16:04:12.570314447Z [38;5;87m2026-06-27 16:04:12.569662+00:00 [notice] <0.318.0> Feature flags: `message_containers` enabled[0m
rabbitmq-1           | 2026-06-27T16:04:12.570725176Z [38;5;87m2026-06-27 16:04:12.570020+00:00 [notice] <0.318.0> Feature flags: attempt to enable `message_containers_deaths_v2`...[0m
api-gateway-1        | 2026-06-27T16:16:38.785009379Z {"timestamp":"2026-06-27T16:16:38.784780452Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
postgres-1           | 2026-06-27T16:11:29.535495661Z 2026-06-27 16:11:29.535 UTC [1992] STATEMENT:  DELETE FROM wallet_ledger WHERE wallet_ledger_id = $1
api-gateway-1        | 2026-06-27T16:16:38.855879200Z {"timestamp":"2026-06-27T16:16:38.855579801Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"accept-d9eee21f-e997-4800-a623-3937dfda6f1f","duration_ms":70}
api-gateway-1        | 2026-06-27T16:16:38.876216902Z {"timestamp":"2026-06-27T16:16:38.87602291Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
postgres-1           | 2026-06-27T16:14:03.953910280Z 2026-06-27 16:14:03.953 UTC [69] LOG:  checkpoint starting: time
api-gateway-1        | 2026-06-27T16:16:38.936313518Z {"timestamp":"2026-06-27T16:16:38.936042769Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-3a005be7-951c-4c23-89ee-fd160a24f3d9","duration_ms":59}
rabbitmq-1           | 2026-06-27T16:04:12.734027320Z [38;5;87m2026-06-27 16:04:12.733405+00:00 [notice] <0.318.0> Feature flags: `message_containers_deaths_v2` enabled[0m
postgres-1           | 2026-06-27T16:14:54.396724674Z 2026-06-27 16:14:54.396 UTC [69] LOG:  checkpoint complete: wrote 446 buffers (2.7%); 0 WAL file(s) added, 0 removed, 0 recycled; write=44.779 s, sync=5.482 s, total=50.443 s; sync files=8297, longest=0.037 s, average=0.001 s; distance=10929 kB, estimate=10929 kB; lsn=0/2E34798, redo lsn=0/2E34760
postgres-1           | 2026-06-27T16:16:58.095099713Z 2026-06-27 16:16:58.094 UTC [3351] ERROR:  trade_instance 4a6495df-23a2-4a31-9d21-1149559a23b9 remaining_quantity 3 does not match active item escrow quantity 4
postgres-1           | 2026-06-27T16:16:58.095119536Z 2026-06-27 16:16:58.094 UTC [3351] CONTEXT:  PL/pgSQL function check_trade_remaining_quantity_invariant(uuid) line 25 at RAISE
migrate-1            | 2026-06-27T16:04:08.890857482Z ALTER TABLE
rabbitmq-1           | 2026-06-27T16:04:12.734302365Z 2026-06-27 16:04:12.733882+00:00 [info] <0.254.0> DB: virgin node -> run peer discovery[0m
migrate-1            | 2026-06-27T16:04:08.894223010Z ALTER TABLE
rabbitmq-1           | 2026-06-27T16:04:12.734318836Z [38;5;214m2026-06-27 16:04:12.734029+00:00 [warning] <0.254.0> Classic peer discovery backend: list of nodes does not contain the local node [][0m
api-gateway-1        | 2026-06-27T16:16:39.168707693Z {"timestamp":"2026-06-27T16:16:39.168524264Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":581}
rabbitmq-1           | 2026-06-27T16:04:12.754272613Z [38;5;87m2026-06-27 16:04:12.753737+00:00 [notice] <0.44.0> Application mnesia exited with reason: stopped[0m
migrate-1            | 2026-06-27T16:04:08.914234155Z CREATE TABLE
postgres-1           | 2026-06-27T16:16:58.095121872Z 	SQL statement "SELECT check_trade_remaining_quantity_invariant(NEW.trade_instance_id)"
postgres-1           | 2026-06-27T16:16:58.095124034Z 	PL/pgSQL function enforce_trade_remaining_quantity_invariant() line 12 at PERFORM
migrate-1            | 2026-06-27T16:04:08.914721224Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:173: NOTICE:  column "step_output" of relation "settlement_step" already exists, skipping
postgres-1           | 2026-06-27T16:16:58.267929370Z 2026-06-27 16:16:58.267 UTC [3352] ERROR:  ledger tables are append-only; write a new ledger row instead
postgres-1           | 2026-06-27T16:16:58.267952773Z 2026-06-27 16:16:58.267 UTC [3352] CONTEXT:  PL/pgSQL function reject_ledger_mutation() line 3 at RAISE
postgres-1           | 2026-06-27T16:16:58.267955314Z 2026-06-27 16:16:58.267 UTC [3352] STATEMENT:  UPDATE item_stack_ledger SET quantity_after = quantity_after WHERE item_stack_ledger_id = $1
rabbitmq-1           | 2026-06-27T16:04:13.015458763Z 2026-06-27 16:04:13.014858+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left[0m
postgres-1           | 2026-06-27T16:16:58.532733340Z 2026-06-27 16:16:58.532 UTC [3353] ERROR:  ledger tables are append-only; write a new ledger row instead
postgres-1           | 2026-06-27T16:16:58.532756889Z 2026-06-27 16:16:58.532 UTC [3353] CONTEXT:  PL/pgSQL function reject_ledger_mutation() line 3 at RAISE
rabbitmq-1           | 2026-06-27T16:04:13.015910835Z 2026-06-27 16:04:13.015034+00:00 [info] <0.254.0> Successfully synced tables from a peer[0m
api-gateway-1        | 2026-06-27T16:16:39.187765154Z {"timestamp":"2026-06-27T16:16:39.187551465Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-90011fad-672e-4a97-8cc6-c3fe62d3aaa9","duration_ms":18}
rabbitmq-1           | 2026-06-27T16:04:13.016028423Z 2026-06-27 16:04:13.015226+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left[0m
api-gateway-1        | 2026-06-27T16:16:39.204601531Z {"timestamp":"2026-06-27T16:16:39.204106569Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
api-gateway-1        | 2026-06-27T16:16:39.207262886Z {"timestamp":"2026-06-27T16:16:39.20708085Z","level":"WARN","msg":"udp downstream call failed","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-612500dd-1062-4aff-8182-3ce1b2793333","code":"permission_denied","duration_ms":2}
api-gateway-1        | 2026-06-27T16:16:39.458998510Z {"timestamp":"2026-06-27T16:16:39.458777441Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":581}
api-gateway-1        | 2026-06-27T16:16:39.478480005Z {"timestamp":"2026-06-27T16:16:39.478265178Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-d7f03b4d-787a-479e-82cf-b8814cb1291c","duration_ms":19}
rabbitmq-1           | 2026-06-27T16:04:13.016160178Z 2026-06-27 16:04:13.015566+00:00 [info] <0.254.0> Successfully synced tables from a peer[0m
postgres-1           | 2026-06-27T16:16:58.532760367Z 2026-06-27 16:16:58.532 UTC [3353] STATEMENT:  DELETE FROM wallet_ledger WHERE wallet_ledger_id = $1
rabbitmq-1           | 2026-06-27T16:04:13.024477040Z 2026-06-27 16:04:13.024011+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left[0m
migrate-1            | 2026-06-27T16:04:08.916244231Z ALTER TABLE
api-gateway-1        | 2026-06-27T16:16:39.491077034Z {"timestamp":"2026-06-27T16:16:39.490897851Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
migrate-1            | 2026-06-27T16:04:08.930093963Z CREATE TABLE
api-gateway-1        | 2026-06-27T16:16:39.513540349Z {"timestamp":"2026-06-27T16:16:39.513366367Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"accept-4645053a-1daf-4858-9171-4d2c6440bc43","duration_ms":22}
api-gateway-1        | 2026-06-27T16:16:39.527292258Z {"timestamp":"2026-06-27T16:16:39.527126073Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
rabbitmq-1           | 2026-06-27T16:04:13.024512423Z 2026-06-27 16:04:13.024223+00:00 [info] <0.254.0> Successfully synced tables from a peer[0m
api-gateway-1        | 2026-06-27T16:16:39.528851722Z {"timestamp":"2026-06-27T16:16:39.52863784Z","level":"WARN","msg":"udp downstream call failed","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-265a5fb8-fc25-4ca7-bd3e-adfaa28c1849","code":"failed_precondition","duration_ms":1}
migrate-1            | 2026-06-27T16:04:08.940286829Z CREATE TABLE
rabbitmq-1           | 2026-06-27T16:04:13.024792377Z 2026-06-27 16:04:13.024522+00:00 [info] <0.254.0> Running boot step tracking_metadata_store defined by app rabbit[0m
api-gateway-1        | 2026-06-27T16:16:39.715332527Z {"timestamp":"2026-06-27T16:16:39.71504888Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":581}
rabbitmq-1           | 2026-06-27T16:04:13.024887815Z 2026-06-27 16:04:13.024669+00:00 [info] <0.574.0> Setting up a table for connection tracking on this node: tracked_connection[0m
api-gateway-1        | 2026-06-27T16:16:39.733914616Z {"timestamp":"2026-06-27T16:16:39.73370356Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-44337095-2c1d-4d5c-bc90-89e4db5ea39f","duration_ms":18}
migrate-1            | 2026-06-27T16:04:08.951997017Z CREATE TABLE
api-gateway-1        | 2026-06-27T16:16:39.747532246Z {"timestamp":"2026-06-27T16:16:39.747383161Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
api-gateway-1        | 2026-06-27T16:16:39.804620388Z {"timestamp":"2026-06-27T16:16:39.804501646Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-fb8e983d-8a94-4185-abd1-16d293e9e86d","duration_ms":56}
api-gateway-1        | 2026-06-27T16:16:39.863634131Z {"timestamp":"2026-06-27T16:16:39.863401766Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":467}
migrate-1            | 2026-06-27T16:04:08.959525806Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.967556087Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.980554096Z CREATE TABLE
migrate-1            | 2026-06-27T16:04:08.993807866Z CREATE TABLE
api-gateway-1        | 2026-06-27T16:16:39.865886670Z {"timestamp":"2026-06-27T16:16:39.865686552Z","level":"WARN","msg":"udp downstream call failed","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-again-eb40217a-93df-4526-a8e1-7e3aeefa72b5","code":"failed_precondition","duration_ms":2}
migrate-1            | 2026-06-27T16:04:08.996741604Z CREATE FUNCTION
migrate-1            | 2026-06-27T16:04:08.998106050Z ALTER TABLE
migrate-1            | 2026-06-27T16:04:08.999390372Z ALTER TABLE
api-gateway-1        | 2026-06-27T16:16:40.146552023Z {"timestamp":"2026-06-27T16:16:40.146372278Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":581}
migrate-1            | 2026-06-27T16:04:09.001160572Z ALTER TABLE
migrate-1            | 2026-06-27T16:04:09.003239343Z ALTER TABLE
migrate-1            | 2026-06-27T16:04:09.004533874Z ALTER TABLE
api-gateway-1        | 2026-06-27T16:16:40.163103927Z {"timestamp":"2026-06-27T16:16:40.162915717Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-6f19f1cb-6040-4d1a-b327-0c8e9d6a5c09","duration_ms":16}
api-gateway-1        | 2026-06-27T16:16:40.177919608Z {"timestamp":"2026-06-27T16:16:40.177714009Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":461}
api-gateway-1        | 2026-06-27T16:16:40.232380723Z {"timestamp":"2026-06-27T16:16:40.231843605Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"cancel-2f247ee0-23a2-4a32-84a7-1057e51d2f5d","duration_ms":53}
api-gateway-1        | 2026-06-27T16:16:40.440907087Z {"timestamp":"2026-06-27T16:16:40.440728332Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
rabbitmq-1           | 2026-06-27T16:04:13.025087668Z 2026-06-27 16:04:13.024739+00:00 [info] <0.574.0> Setting up a table for per-vhost connection counting on this node: tracked_connection_per_vhost[0m
rabbitmq-1           | 2026-06-27T16:04:13.025215380Z 2026-06-27 16:04:13.024775+00:00 [info] <0.574.0> Setting up a table for per-user connection counting on this node: tracked_connection_per_user[0m
migrate-1            | 2026-06-27T16:04:09.010776084Z ALTER TABLE
rabbitmq-1           | 2026-06-27T16:04:13.025265829Z 2026-06-27 16:04:13.024815+00:00 [info] <0.574.0> Setting up a table for channel tracking on this node: tracked_channel[0m
api-gateway-1        | 2026-06-27T16:16:40.458340717Z {"timestamp":"2026-06-27T16:16:40.458134873Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-retry-ab23cad7-31d3-4f6e-a561-52d48de98fb8","duration_ms":17}
rabbitmq-1           | 2026-06-27T16:04:13.025500072Z 2026-06-27 16:04:13.024920+00:00 [info] <0.574.0> Setting up a table for channel tracking on this node: tracked_channel_per_user[0m
rabbitmq-1           | 2026-06-27T16:04:13.025508862Z 2026-06-27 16:04:13.025074+00:00 [info] <0.254.0> Running boot step networking_metadata_store defined by app rabbit[0m
api-gateway-1        | 2026-06-27T16:16:40.472853534Z {"timestamp":"2026-06-27T16:16:40.472648234Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
api-gateway-1        | 2026-06-27T16:16:40.472886562Z {"timestamp":"2026-06-27T16:16:40.472773304Z","level":"WARN","msg":"udp packet replay rejected","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-retry-ab23cad7-31d3-4f6e-a561-52d48de98fb8"}
migrate-1            | 2026-06-27T16:04:09.014461492Z CREATE FUNCTION
rabbitmq-1           | 2026-06-27T16:04:13.025778996Z 2026-06-27 16:04:13.025240+00:00 [info] <0.254.0> Running boot step feature_flags defined by app rabbit[0m
migrate-1            | 2026-06-27T16:04:09.017403037Z CREATE FUNCTION
migrate-1            | 2026-06-27T16:04:09.019116957Z CREATE FUNCTION
migrate-1            | 2026-06-27T16:04:09.019513086Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:498: NOTICE:  trigger "wallet_ledger_append_only_trigger" for relation "wallet_ledger" does not exist, skipping
rabbitmq-1           | 2026-06-27T16:04:13.025787844Z 2026-06-27 16:04:13.025402+00:00 [info] <0.254.0> Running boot step codec_correctness_check defined by app rabbit[0m
migrate-1            | 2026-06-27T16:04:09.019523458Z DROP TRIGGER
migrate-1            | 2026-06-27T16:04:09.021635477Z CREATE TRIGGER
migrate-1            | 2026-06-27T16:04:09.021918285Z DROP TRIGGER
rabbitmq-1           | 2026-06-27T16:04:13.025879997Z 2026-06-27 16:04:13.025457+00:00 [info] <0.254.0> Running boot step external_infrastructure defined by app rabbit[0m
rabbitmq-1           | 2026-06-27T16:04:13.026022309Z 2026-06-27 16:04:13.025512+00:00 [info] <0.254.0> Running boot step rabbit_event defined by app rabbit[0m
api-gateway-1        | 2026-06-27T16:16:40.681608041Z {"timestamp":"2026-06-27T16:16:40.681426687Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
migrate-1            | 2026-06-27T16:04:09.021968717Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:504: NOTICE:  trigger "item_stack_ledger_append_only_trigger" for relation "item_stack_ledger" does not exist, skipping
migrate-1            | 2026-06-27T16:04:09.023484640Z CREATE TRIGGER
api-gateway-1        | 2026-06-27T16:16:40.697058758Z {"timestamp":"2026-06-27T16:16:40.696838898Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-retry-c671cf60-ae6b-4f63-8e46-1552de9c25bf","duration_ms":15}
api-gateway-1        | 2026-06-27T16:16:40.712912147Z {"timestamp":"2026-06-27T16:16:40.712754052Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","bytes":587}
api-gateway-1        | 2026-06-27T16:16:40.712950787Z {"timestamp":"2026-06-27T16:16:40.712904463Z","level":"WARN","msg":"udp packet replay rejected","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"local-20260627T161230Z-9e14916a-cc3bea","remote":"172.20.0.9","interaction_id":"issue-retry-c671cf60-ae6b-4f63-8e46-1552de9c25bf"}
migrate-1            | 2026-06-27T16:04:09.023891500Z DROP TRIGGER
rabbitmq-1           | 2026-06-27T16:04:13.026169373Z 2026-06-27 16:04:13.025607+00:00 [info] <0.254.0> Running boot step rabbit_registry defined by app rabbit[0m
