otel-collector-1  | 2026-06-28T03:37:40.163183505Z {"level":"info","ts":"2026-06-28T03:37:40.162Z","caller":"otelconftelemetry/tracer.go:47","msg":"Internal trace telemetry disabled","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"}}
trade-settlement-1  | 2026-06-28T03:35:58.986818213Z   ⌡▒▒▒▓▒▒░▒▓▓▓▓  ▄█████  ████████_  ██████ ███ª █████████,  ▄████████
otel-collector-1    | 2026-06-28T03:38:44.213963807Z {"level":"info","ts":"2026-06-28T03:38:44.213Z","msg":"ResourceMetrics #0 [https://opentelemetry.io/schemas/1.41.0] deployment.environment.name=integration host.name=2c2b09b81c0d observability.run_id=runtime-verification os.description=Linux 2c2b09b81c0d 6.18.33.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Fri Jun  5 01:12:21 UTC 2026 x86_64 os.type=linux process.executable.name=api-gateway process.pid=1 process.runtime.description=go version go1.26.4 linux/amd64 process.runtime.name=go process.runtime.version=go1.26.4 service.language=go service.name=api-gateway service.namespace=eve-trade service.version=local telemetry.sdk.language=go telemetry.sdk.name=opentelemetry telemetry.sdk.version=1.44.0\nScopeMetrics #0 go.opentelemetry.io/contrib/instrumentation/host@0.69.0\nprocess.cpu.time{cpu.mode=user} 0.13\nprocess.cpu.time{cpu.mode=system} 0.13\nsystem.cpu.time{cpu.mode=system} 779.4\nsystem.cpu.time{cpu.mode=idle} 123367.53\nsystem.cpu.time{cpu.mode=other} 2267.4900000000002\nsystem.cpu.time{cpu.mode=user} 1204.54\nsystem.memory.usage{system.memory.state=free} 5947015168\nsystem.memory.usage{system.memory.state=used} 2189561856\nsystem.memory.utilization{system.memory.state=free} 0.7308988964841636\nsystem.memory.utilization{system.memory.state=used} 0.2691011035158364\nsystem.network.io{network.io.direction=transmit} 110834\nsystem.network.io{network.io.direction=receive} 83050\nScopeMetrics #0 connectrpc.com/otelconnect@semver:0.9.0\nrpc.client.duration{net.peer.name=market,net.peer.port=8081,rpc.grpc.status_code=0,rpc.method=SubmitTradeGuiInteraction,rpc.service=eve.market.v1.MarketService,rpc.system=grpc} count=2 sum=179 min=24 max=155 le0=0 le5=0 le10=0 le25=1 le50=0 le75=0 le100=0 le250=1 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.request.size{net.peer.name=market,net.peer.port=8081,rpc.grpc.status_code=0,rpc.method=SubmitTradeGuiInteraction,rpc.service=eve.market.v1.MarketService,rpc.system=grpc} count=2 sum=846 min=423 max=423 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=2 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.response.size{net.peer.name=market,net.peer.port=8081,rpc.grpc.status_code=0,rpc.method=SubmitTradeGuiInteraction,rpc.service=eve.market.v1.MarketService,rpc.system=grpc} count=2 sum=336 min=168 max=168 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=2 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.requests_per_rpc{net.peer.name=market,net.peer.port=8081,rpc.grpc.status_code=0,rpc.method=SubmitTradeGuiInteraction,rpc.service=eve.market.v1.MarketService,rpc.system=grpc} count=2 sum=2 min=1 max=1 le0=0 le5=2 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.responses_per_rpc{net.peer.name=market,net.peer.port=8081,rpc.grpc.status_code=0,rpc.method=SubmitTradeGuiInteraction,rpc.service=eve.market.v1.MarketService,rpc.system=grpc} count=2 sum=2 min=1 max=1 le0=0 le5=2 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nScopeMetrics #0 github.com/QuasarRay/eve-trade/api-gateway/udp\neve_trade_api_gateway_udp_packets_total{outcome=received} 2\neve_trade_api_gateway_udp_packets_total{outcome=success} 2\neve_trade_api_gateway_udp_packet_bytes{outcome=received} count=2 sum=1162 min=581 max=581 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=2 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\neve_trade_api_gateway_udp_packet_bytes{outcome=success} count=2 sum=1162 min=581 max=581 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=2 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\neve_trade_api_gateway_udp_downstream_seconds{outcome=success} count=2 sum=0.179615005 min=0.024293636 max=0.155321369 le0=0 le5=2 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nScopeMetrics #0 go.opentelemetry.io/contrib/instrumentation/runtime@0.69.0\ngo.memory.used{go.memory.type=stack} 1114112\ngo.memory.used{go.memory.type=other} 14424328\ngo.memory.allocated{} 23904512\ngo.memory.allocations{} 29795\ngo.memory.gc.goal{} 5741202\ngo.goroutine.count{} 44\ngo.processor.limit{} 16\ngo.config.gogc{} 100\n","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"metrics"}
otel-collector-1    | 2026-06-28T03:38:46.218027657Z {"level":"info","ts":"2026-06-28T03:38:46.217Z","msg":"Metrics","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"metrics","resource metrics":1,"metrics":17,"data points":30}
otel-collector-1    | 2026-06-28T03:38:46.218276509Z {"level":"info","ts":"2026-06-28T03:38:46.218Z","msg":"ResourceMetrics #0 [https://opentelemetry.io/schemas/1.41.0] deployment.environment.name=integration host.name=7c72364c693a observability.run_id=runtime-verification os.description=Linux 7c72364c693a 6.18.33.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Fri Jun  5 01:12:21 UTC 2026 x86_64 os.type=linux process.executable.name=settlement-worker process.pid=1 process.runtime.description=go version go1.26.4 linux/amd64 process.runtime.name=go process.runtime.version=go1.26.4 service.language=go service.name=settlement-worker service.namespace=eve-trade service.version=local telemetry.sdk.language=go telemetry.sdk.name=opentelemetry telemetry.sdk.version=1.44.0\nScopeMetrics #0 go.opentelemetry.io/contrib/instrumentation/runtime@0.69.0\ngo.memory.used{go.memory.type=stack} 1015808\ngo.memory.used{go.memory.type=other} 14924040\ngo.memory.allocated{} 20126176\ngo.memory.allocations{} 29646\ngo.memory.gc.goal{} 5953874\ngo.goroutine.count{} 43\ngo.processor.limit{} 16\ngo.config.gogc{} 100\nScopeMetrics #0 go.opentelemetry.io/contrib/instrumentation/host@0.69.0\nprocess.cpu.time{cpu.mode=system} 0.13\nprocess.cpu.time{cpu.mode=user} 0.12\nsystem.cpu.time{cpu.mode=user} 1209.66\nsystem.cpu.time{cpu.mode=system} 780.5\nsystem.cpu.time{cpu.mode=idle} 123393.41\nsystem.cpu.time{cpu.mode=other} 2293.61\nsystem.memory.usage{system.memory.state=used} 2142433280\nsystem.memory.usage{system.memory.state=free} 5994143744\nsystem.memory.utilization{system.memory.state=free} 0.7366910835255924\nsystem.memory.utilization{system.memory.state=used} 0.26330891647440763\nsystem.network.io{network.io.direction=receive} 81497\nsystem.network.io{network.io.direction=transmit} 121253\nScopeMetrics #0 connectrpc.com/otelconnect@semver:0.9.0\nrpc.client.duration{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=0,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=2 sum=71 min=13 max=58 le0=0 le5=0 le10=0 le25=1 le50=0 le75=1 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.duration{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=3,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=1 sum=3 min=3 max=3 le0=0 le5=1 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.request.size{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=0,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=2 sum=776 min=388 max=388 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=2 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.request.size{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=3,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=1 sum=77 min=77 max=77 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=1 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.response.size{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=0,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=2 sum=588 min=294 max=294 le0=0 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=2 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.response.size{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=3,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=1 sum=0 min=0 max=0 le0=1 le5=0 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.requests_per_rpc{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=3,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=1 sum=1 min=1 max=1 le0=0 le5=1 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.requests_per_rpc{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=0,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=2 sum=2 min=1 max=1 le0=0 le5=2 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.responses_per_rpc{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=3,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=1 sum=1 min=1 max=1 le0=0 le5=1 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\nrpc.client.responses_per_rpc{net.peer.name=trade-settlement,net.peer.port=9092,rpc.grpc.status_code=0,rpc.method=ExecuteSettlementBatch,rpc.service=eve.trade_settlement.v1.TradeSettlementService,rpc.system=grpc} count=2 sum=2 min=1 max=1 le0=0 le5=2 le10=0 le25=0 le50=0 le75=0 le100=0 le250=0 le500=0 le750=0 le1000=0 le2500=0 le5000=0 le7500=0 le10000=0 0\n","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"},"otelcol.component.id":"debug","otelcol.component.kind":"exporter","otelcol.signal":"metrics"}
trade-settlement-1  | 2026-06-28T03:35:58.986814517Z [2m2026-06-28T03:35:58.986615Z[0m [32m INFO[0m [2mopentelemetry[0m[2m:[0m  [3mname[0m[2m=[0m"TracerProvider.GlobalSet" Global tracer provider is set. Traces can now be created using global::tracer() or global::tracer_with_scope().
trade-settlement-1  | 2026-06-28T03:35:58.986819936Z _▄▒▓▒▒▓▒▒░▓▓▓▓▓  ▓██▄_   ███~ ~███, ███▀ª~ ███─ ███▓~~▓██N ███▀~~▓██▀
trade-settlement-1  | 2026-06-28T03:35:58.986826562Z [2m2026-06-28T03:35:58.986639Z[0m [32m INFO[0m [2mopentelemetry_sdk[0m[2m:[0m  [3mname[0m[2m=[0m"LoggerNameEmpty" Logger name is empty; consider providing a meaningful name. Logger will function normally and the provided name will be used as-is.
trade-settlement-1  | 2026-06-28T03:35:58.986827877Z ▄▓▒▓▒▒▓▒▓▓▓▓▓▓█   ~▀███  ███_ _███'▐███    ███  ███ª  ▓██N ███▄ _███G
trade-settlement-1  | 2026-06-28T03:35:58.986830660Z ▓▓▒▓▒▒▓▓▓▓▓▓▓▀  ▀█████▀  ███▀████ª ▐███    ███  ███   ▓██N ~▀███▀███ª
trade-settlement-1  | 2026-06-28T03:35:58.986833358Z ▓▓▓▓▓▓▓▓▓▓▀ª`            ███                                ▄▄▄▄▄███
trade-settlement-1  | 2026-06-28T03:35:58.986835865Z  ▓▀▀▀ⁿª^                 ▀▀▀                                ▀▀▀▀▀▀▀~
trade-settlement-1  | 2026-06-28T03:35:58.986838218Z 
trade-settlement-1  | 2026-06-28T03:35:58.986840088Z      summer: [32m0.7.1[0m
trade-settlement-1  | 2026-06-28T03:35:58.986842428Z environment: [32mProd[0m
trade-settlement-1  | 2026-06-28T03:35:58.986844580Z compilation: [32mRelease[0m
trade-settlement-1  | 2026-06-28T03:35:58.986849842Z      logger: [32mINFO [0m
trade-settlement-1  | 2026-06-28T03:35:58.986851948Z 
trade-settlement-1  | 2026-06-28T03:35:58.989976280Z [2m2026-06-28T03:35:58[0m [32m INFO[0m [2msummer::app[0m[2m:[0m summer_grpc::GrpcPlugin plugin registered
trade-settlement-1  | 2026-06-28T03:35:58.997496353Z [2m2026-06-28T03:35:58[0m [32m INFO[0m [2msummer_sqlx[0m[2m:[0m sqlx connection success
trade-settlement-1  | 2026-06-28T03:35:58.997539600Z [2m2026-06-28T03:35:58[0m [32m INFO[0m [2msummer::app[0m[2m:[0m summer_sqlx::SqlxPlugin plugin registered
trade-settlement-1  | 2026-06-28T03:35:58.997765183Z [2m2026-06-28T03:35:58[0m [32m INFO[0m [2msummer_grpc[0m[2m:[0m tonic grpc service bind tcp listener: 0.0.0.0:9092
trade-settlement-1  | 2026-06-28T03:36:03.988562968Z [2m2026-06-28T03:36:03[0m [31mERROR[0m [2mopentelemetry_sdk[0m[2m:[0m  [3mname[0m[2m=[0m"BatchLogProcessor.ExportError" [3merror[0m[2m=[0m"Operation failed: reqwest::Error { kind: Request, url: \"http://otel-collector:4318/v1/logs\", source: hyper_util::client::legacy::Error(Connect, ConnectError(\"dns error\", Custom { kind: Uncategorized, error: \"failed to lookup address information: No address associated with hostname\" })) }"
trade-settlement-1  | 2026-06-28T03:36:12.938198997Z [2m2026-06-28T03:36:12[0m [31mERROR[0m [2mopentelemetry_sdk[0m[2m:[0m  [3mname[0m[2m=[0m"BatchSpanProcessor.ExportError" [3merror[0m[2m=[0m"Operation failed: reqwest::Error { kind: Request, url: \"http://otel-collector:4318/v1/traces\", source: hyper_util::client::legacy::Error(Connect, ConnectError(\"dns error\", Custom { kind: Uncategorized, error: \"failed to lookup address information: Name or service not known\" })) }"
trade-settlement-1  | 2026-06-28T03:36:47.985404154Z [2m2026-06-28T03:36:47[0m [31mERROR[0m [2mopentelemetry_sdk[0m[2m:[0m  [3mname[0m[2m=[0m"BatchSpanProcessor.ExportError" [3merror[0m[2m=[0m"Operation failed: reqwest::Error { kind: Request, url: \"http://otel-collector:4318/v1/traces\", source: hyper_util::client::legacy::Error(Connect, ConnectError(\"dns error\", Custom { kind: Uncategorized, error: \"failed to lookup address information: No address associated with hostname\" })) }"
migrate-1           | 2026-06-27T16:04:05.553040368Z  ?column? 
migrate-1           | 2026-06-27T16:04:05.553084462Z ----------
migrate-1           | 2026-06-27T16:04:05.553087793Z         1
migrate-1           | 2026-06-27T16:04:05.553090033Z (1 row)
migrate-1           | 2026-06-27T16:04:05.553092182Z 
migrate-1           | 2026-06-27T16:04:05.613276688Z DROP SCHEMA
migrate-1           | 2026-06-27T16:04:05.613297592Z CREATE SCHEMA
api-gateway-1       | 2026-06-28T03:36:12.489530580Z {"timestamp":"2026-06-28T03:36:12.489267439Z","level":"INFO","msg":"OpenTelemetry initialized","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","service_name":"api-gateway"}
api-gateway-1       | 2026-06-28T03:36:12.489910411Z {"timestamp":"2026-06-28T03:36:12.489673306Z","level":"INFO","msg":"api-gateway Quilkin UDP listener active","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","addr":":26000"}
api-gateway-1       | 2026-06-28T03:36:12.489930840Z {"timestamp":"2026-06-28T03:36:12.489689898Z","level":"INFO","msg":"api-gateway listening","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","addr":":8080","market_url":"http://market:8081"}
api-gateway-1       | 2026-06-28T03:36:17.463433510Z {"timestamp":"2026-06-28T03:36:17.46325524Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:21.466643819Z {"timestamp":"2026-06-28T03:36:21.466446278Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:37.055581314Z {"timestamp":"2026-06-28T03:36:37.055304056Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:37.055611949Z {"timestamp":"2026-06-28T03:36:37.05539439Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:40.388220841Z {"timestamp":"2026-06-28T03:36:40.388006637Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","remote":"172.20.0.8","bytes":581}
api-gateway-1       | 2026-06-28T03:36:40.544044594Z {"timestamp":"2026-06-28T03:36:40.543872719Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","remote":"172.20.0.8","interaction_id":"issue-e5fac3b3-07f2-4ddc-a810-3ac291949029","duration_ms":155}
api-gateway-1       | 2026-06-28T03:36:41.471189593Z {"timestamp":"2026-06-28T03:36:41.470989476Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:56.286307626Z {"timestamp":"2026-06-28T03:36:56.286103264Z","level":"INFO","msg":"traces export: Post \"http://otel-collector:4318/v1/traces\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:36:56.286376908Z {"timestamp":"2026-06-28T03:36:56.286160237Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:00.266953865Z {"timestamp":"2026-06-28T03:37:00.266738254Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:00.267070808Z {"timestamp":"2026-06-28T03:37:00.266923188Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:04.215217865Z {"timestamp":"2026-06-28T03:37:04.214933401Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:04.215286340Z {"timestamp":"2026-06-28T03:37:04.215037907Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
migrate-1           | 2026-06-27T16:04:05.680669139Z CREATE EXTENSION
migrate-1           | 2026-06-27T16:04:05.686969622Z CREATE FUNCTION
migrate-1           | 2026-06-27T16:04:05.688515003Z CREATE FUNCTION
migrate-1           | 2026-06-27T16:04:05.699396618Z CREATE TABLE
api-gateway-1       | 2026-06-28T03:37:12.170314213Z {"timestamp":"2026-06-28T03:37:12.170110858Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
migrate-1           | 2026-06-27T16:04:05.708108299Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.716137447Z CREATE TABLE
api-gateway-1       | 2026-06-28T03:37:16.113987833Z {"timestamp":"2026-06-28T03:37:16.113822778Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:16.114013952Z {"timestamp":"2026-06-28T03:37:16.113873457Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:20.085749997Z {"timestamp":"2026-06-28T03:37:20.085327957Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:24.039422377Z {"timestamp":"2026-06-28T03:37:24.039189113Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:38.762700438Z {"timestamp":"2026-06-28T03:37:38.762336776Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:38.762793536Z {"timestamp":"2026-06-28T03:37:38.762606981Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:42.708456497Z {"timestamp":"2026-06-28T03:37:42.708241073Z","level":"INFO","msg":"failed to upload metrics: Post \"http://otel-collector:4318/v1/metrics\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:42.708487815Z {"timestamp":"2026-06-28T03:37:42.708310138Z","level":"INFO","msg":"Post \"http://otel-collector:4318/v1/logs\": dial tcp: lookup otel-collector on 127.0.0.11:53: no such host","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification"}
api-gateway-1       | 2026-06-28T03:37:53.720121879Z {"timestamp":"2026-06-28T03:37:53.719695786Z","level":"INFO","msg":"udp packet received","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","remote":"172.20.0.8","bytes":581}
api-gateway-1       | 2026-06-28T03:37:53.744915158Z {"timestamp":"2026-06-28T03:37:53.744561214Z","level":"INFO","msg":"udp downstream call succeeded","service.name":"api-gateway","service.version":"local","service.language":"go","observability.run_id":"runtime-verification","remote":"172.20.0.8","interaction_id":"issue-7bf3a1a2-d959-48df-aaf1-5de18b53c5a5","duration_ms":24}
migrate-1           | 2026-06-27T16:04:05.723814608Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.731962062Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.745601516Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.765824057Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.768040527Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:149: NOTICE:  constraint "idempotency_record_result_batch_fk" of relation "idempotency_record" does not exist, skipping
migrate-1           | 2026-06-27T16:04:05.768818369Z ALTER TABLE
migrate-1           | 2026-06-27T16:04:05.774088050Z ALTER TABLE
migrate-1           | 2026-06-27T16:04:05.782854941Z CREATE TABLE
migrate-1           | 2026-06-27T16:04:05.783244515Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:173: NOTICE:  column "step_output" of relation "settlement_step" already exists, skipping
postgres-1          | 2026-06-27T16:04:00.869868971Z The files belonging to this database system will be owned by user "postgres".
postgres-1          | 2026-06-27T16:04:00.869917823Z This user must also own the server process.
postgres-1          | 2026-06-27T16:04:00.869921273Z 
postgres-1          | 2026-06-27T16:04:00.871658348Z The database cluster will be initialized with locale "en_US.utf8".
postgres-1          | 2026-06-27T16:04:00.871677265Z The default database encoding has accordingly been set to "UTF8".
postgres-1          | 2026-06-27T16:04:00.871680250Z The default text search configuration will be set to "english".
postgres-1          | 2026-06-27T16:04:00.871682610Z 
postgres-1          | 2026-06-27T16:04:00.871684652Z Data page checksums are disabled.
postgres-1          | 2026-06-27T16:04:00.871686600Z 
postgres-1          | 2026-06-27T16:04:00.871688472Z fixing permissions on existing directory /var/lib/postgresql/data ... ok
postgres-1          | 2026-06-27T16:04:00.877741559Z creating subdirectories ... ok
postgres-1          | 2026-06-27T16:04:00.877802632Z selecting dynamic shared memory implementation ... posix
postgres-1          | 2026-06-27T16:04:00.942081650Z selecting default max_connections ... 100
postgres-1          | 2026-06-27T16:04:00.968989107Z selecting default shared_buffers ... 128MB
postgres-1          | 2026-06-27T16:04:00.996307486Z selecting default time zone ... Etc/UTC
postgres-1          | 2026-06-27T16:04:01.001474580Z creating configuration files ... ok
