simulator-1  | 2026-06-27T16:16:13.199530731Z Operations to perform:
simulator-1  | 2026-06-27T16:18:42.398931453Z [27/Jun/2026 16:18:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:44.545154400Z [27/Jun/2026 16:18:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:46.673882116Z [27/Jun/2026 16:18:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:48.811785018Z [27/Jun/2026 16:18:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:51.097219386Z [27/Jun/2026 16:18:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:53.284789928Z [27/Jun/2026 16:18:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:55.568215472Z [27/Jun/2026 16:18:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:18:57.870681159Z [27/Jun/2026 16:18:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:00.128542553Z [27/Jun/2026 16:19:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:02.369303696Z [27/Jun/2026 16:19:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:04.663942190Z [27/Jun/2026 16:19:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:06.998134501Z [27/Jun/2026 16:19:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:09.266446172Z [27/Jun/2026 16:19:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:11.544193704Z [27/Jun/2026 16:19:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:13.851792749Z [27/Jun/2026 16:19:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:16.109654040Z [27/Jun/2026 16:19:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:18.440518907Z [27/Jun/2026 16:19:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:20.738539645Z [27/Jun/2026 16:19:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:23.069447316Z [27/Jun/2026 16:19:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:25.415017173Z [27/Jun/2026 16:19:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:27.663778860Z [27/Jun/2026 16:19:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:29.938905615Z [27/Jun/2026 16:19:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:32.199704074Z [27/Jun/2026 16:19:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:34.396448893Z [27/Jun/2026 16:19:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:36.643737965Z [27/Jun/2026 16:19:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:38.906690860Z [27/Jun/2026 16:19:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:41.148657453Z [27/Jun/2026 16:19:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:43.343420935Z [27/Jun/2026 16:19:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:45.553361812Z [27/Jun/2026 16:19:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:47.828131697Z [27/Jun/2026 16:19:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:50.031937097Z [27/Jun/2026 16:19:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:52.227427724Z [27/Jun/2026 16:19:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:54.394784703Z [27/Jun/2026 16:19:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:56.533434433Z [27/Jun/2026 16:19:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:19:58.662665963Z [27/Jun/2026 16:19:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:00.821825042Z [27/Jun/2026 16:20:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:02.942390204Z [27/Jun/2026 16:20:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:05.050320111Z [27/Jun/2026 16:20:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:07.154102580Z [27/Jun/2026 16:20:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:09.346305931Z [27/Jun/2026 16:20:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:11.471385938Z [27/Jun/2026 16:20:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:13.585165727Z [27/Jun/2026 16:20:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:15.691233183Z [27/Jun/2026 16:20:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:17.799433103Z [27/Jun/2026 16:20:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:19.914072032Z [27/Jun/2026 16:20:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:22.051589106Z [27/Jun/2026 16:20:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:24.194647768Z [27/Jun/2026 16:20:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:26.479205877Z [27/Jun/2026 16:20:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:28.714596335Z [27/Jun/2026 16:20:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:30.849015533Z [27/Jun/2026 16:20:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:33.065208124Z [27/Jun/2026 16:20:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:35.247312889Z [27/Jun/2026 16:20:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:37.490178841Z [27/Jun/2026 16:20:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:39.781811360Z [27/Jun/2026 16:20:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:41.942393664Z [27/Jun/2026 16:20:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:44.066366247Z [27/Jun/2026 16:20:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:46.528321770Z [27/Jun/2026 16:20:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:48.682704955Z [27/Jun/2026 16:20:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:50.809714692Z [27/Jun/2026 16:20:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:52.965323865Z [27/Jun/2026 16:20:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:55.117614709Z [27/Jun/2026 16:20:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:57.231736773Z [27/Jun/2026 16:20:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:20:59.381258688Z [27/Jun/2026 16:20:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:01.536538581Z [27/Jun/2026 16:21:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:03.672723987Z [27/Jun/2026 16:21:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:05.873625705Z [27/Jun/2026 16:21:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:08.063520740Z [27/Jun/2026 16:21:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:10.176314368Z [27/Jun/2026 16:21:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:12.313401084Z [27/Jun/2026 16:21:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:14.472726004Z [27/Jun/2026 16:21:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:16.616959284Z [27/Jun/2026 16:21:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:18.761606628Z [27/Jun/2026 16:21:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:20.889410391Z [27/Jun/2026 16:21:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:23.064666547Z [27/Jun/2026 16:21:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:25.236810239Z [27/Jun/2026 16:21:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:27.526715989Z [27/Jun/2026 16:21:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:29.772417613Z [27/Jun/2026 16:21:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:31.900570354Z [27/Jun/2026 16:21:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:34.016886202Z [27/Jun/2026 16:21:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:36.189667340Z [27/Jun/2026 16:21:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:38.317851358Z [27/Jun/2026 16:21:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:40.452134787Z [27/Jun/2026 16:21:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:42.596099442Z [27/Jun/2026 16:21:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:44.709187881Z [27/Jun/2026 16:21:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:46.847344103Z [27/Jun/2026 16:21:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:48.988847362Z [27/Jun/2026 16:21:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:51.101458753Z [27/Jun/2026 16:21:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:53.242645960Z [27/Jun/2026 16:21:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:55.361710273Z [27/Jun/2026 16:21:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:57.494142807Z [27/Jun/2026 16:21:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:21:59.636038441Z [27/Jun/2026 16:21:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:01.767075240Z [27/Jun/2026 16:22:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:03.889913597Z [27/Jun/2026 16:22:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:06.077307301Z [27/Jun/2026 16:22:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:08.194711089Z [27/Jun/2026 16:22:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:10.339407314Z [27/Jun/2026 16:22:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:12.454649971Z [27/Jun/2026 16:22:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:14.614937485Z [27/Jun/2026 16:22:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:16.723803301Z [27/Jun/2026 16:22:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:18.852606915Z [27/Jun/2026 16:22:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:20.982961400Z [27/Jun/2026 16:22:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:23.111032979Z [27/Jun/2026 16:22:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:25.249923775Z [27/Jun/2026 16:22:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:27.407439189Z [27/Jun/2026 16:22:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:29.537910197Z [27/Jun/2026 16:22:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:31.676029826Z [27/Jun/2026 16:22:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:33.790683190Z [27/Jun/2026 16:22:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:35.913641604Z [27/Jun/2026 16:22:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:38.028545737Z [27/Jun/2026 16:22:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:40.130340378Z [27/Jun/2026 16:22:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:42.258303523Z [27/Jun/2026 16:22:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:44.408691118Z [27/Jun/2026 16:22:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:46.506584290Z [27/Jun/2026 16:22:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:48.717728602Z [27/Jun/2026 16:22:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:50.848456263Z [27/Jun/2026 16:22:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:52.955225142Z [27/Jun/2026 16:22:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:55.067038964Z [27/Jun/2026 16:22:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:57.188695793Z [27/Jun/2026 16:22:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:22:59.296717554Z [27/Jun/2026 16:22:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:01.464632602Z [27/Jun/2026 16:23:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:03.595345366Z [27/Jun/2026 16:23:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:05.770808929Z [27/Jun/2026 16:23:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:07.913158600Z [27/Jun/2026 16:23:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:10.043693981Z [27/Jun/2026 16:23:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:12.150676626Z [27/Jun/2026 16:23:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:14.274215850Z [27/Jun/2026 16:23:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:16.386719550Z [27/Jun/2026 16:23:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:18.518022262Z [27/Jun/2026 16:23:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:20.643594689Z [27/Jun/2026 16:23:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:22.775565811Z [27/Jun/2026 16:23:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:24.919322684Z [27/Jun/2026 16:23:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:27.041718041Z [27/Jun/2026 16:23:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:29.152677011Z [27/Jun/2026 16:23:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:31.280123525Z [27/Jun/2026 16:23:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:33.404665433Z [27/Jun/2026 16:23:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:35.563548278Z [27/Jun/2026 16:23:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:37.699822708Z [27/Jun/2026 16:23:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:39.843656326Z [27/Jun/2026 16:23:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:41.966738779Z [27/Jun/2026 16:23:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:44.087401336Z [27/Jun/2026 16:23:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:46.197940751Z [27/Jun/2026 16:23:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:48.298260167Z [27/Jun/2026 16:23:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:50.416452687Z [27/Jun/2026 16:23:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:52.572853786Z [27/Jun/2026 16:23:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:54.705952600Z [27/Jun/2026 16:23:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:56.895329061Z [27/Jun/2026 16:23:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:23:59.013233692Z [27/Jun/2026 16:23:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:01.148157846Z [27/Jun/2026 16:24:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:03.294999296Z [27/Jun/2026 16:24:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:05.397896328Z [27/Jun/2026 16:24:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:07.504960438Z [27/Jun/2026 16:24:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:09.628612968Z [27/Jun/2026 16:24:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:11.731802557Z [27/Jun/2026 16:24:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:13.925804224Z [27/Jun/2026 16:24:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:16.052037920Z [27/Jun/2026 16:24:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:18.163831219Z [27/Jun/2026 16:24:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:20.338605292Z [27/Jun/2026 16:24:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:22.469041743Z [27/Jun/2026 16:24:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:24.575802687Z [27/Jun/2026 16:24:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:26.692809291Z [27/Jun/2026 16:24:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:28.821902924Z [27/Jun/2026 16:24:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:30.960803187Z [27/Jun/2026 16:24:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:33.078743698Z [27/Jun/2026 16:24:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:35.205400657Z [27/Jun/2026 16:24:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:37.351193529Z [27/Jun/2026 16:24:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:39.500931878Z [27/Jun/2026 16:24:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:41.610968814Z [27/Jun/2026 16:24:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:43.729074977Z [27/Jun/2026 16:24:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:45.843213620Z [27/Jun/2026 16:24:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:47.980935718Z [27/Jun/2026 16:24:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:50.091811058Z [27/Jun/2026 16:24:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:52.208468308Z [27/Jun/2026 16:24:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:54.332660380Z [27/Jun/2026 16:24:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:56.467153102Z [27/Jun/2026 16:24:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:24:58.592825016Z [27/Jun/2026 16:24:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:00.731577782Z [27/Jun/2026 16:25:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:02.844787891Z [27/Jun/2026 16:25:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:05.003203122Z [27/Jun/2026 16:25:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:07.131396896Z [27/Jun/2026 16:25:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:09.242684832Z [27/Jun/2026 16:25:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:11.380933432Z [27/Jun/2026 16:25:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:13.512366917Z [27/Jun/2026 16:25:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:15.663651036Z [27/Jun/2026 16:25:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:17.827670322Z [27/Jun/2026 16:25:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:19.938846942Z [27/Jun/2026 16:25:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:22.081187309Z [27/Jun/2026 16:25:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:24.211666464Z [27/Jun/2026 16:25:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:26.327025746Z [27/Jun/2026 16:25:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:28.435212490Z [27/Jun/2026 16:25:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:30.561581129Z [27/Jun/2026 16:25:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:32.671317054Z [27/Jun/2026 16:25:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:34.822147545Z [27/Jun/2026 16:25:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:36.950911180Z [27/Jun/2026 16:25:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:39.064003189Z [27/Jun/2026 16:25:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:41.189188086Z [27/Jun/2026 16:25:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:25:43.296172720Z [27/Jun/2026 16:25:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
